id,seq,project,process,sub_process,bucket,activity,sub_activity,task,upt,ex_lock,volume,aid,cmnt,readme
3967,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,BAU,BAU-MAINTENANCE,Production Failure/ Followup,,0,0,0,0,
3968,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup To BAU,QUALITY,RCA,,0,0,0,0,
3969,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,Setup,TCS Internal,L&D activities,,0,0,0,0,
3970,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,Setup,TCS Internal,TCS activities,,0,0,0,0,
3971,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,Setup,TCS Internal,TCS  Documents,,0,0,0,0,
3972,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,Setup,TCS Internal,"Internal Process
 Compliance (IQMS activity)",,0,0,0,0,
3973,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,Setup,TCS Internal,Idle time,,0,0,0,0,
3974,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup To BAU,Parallel Run,Code request/ COC request,,0,0,0,0,
3975,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup To BAU,Parallel Run,Revert on Query on Codes and COC requests,,0,0,0,0,
3976,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup To BAU,Communication,MOM,,0,0,0,0,
3977,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,BAU,Communication,Dot/Weekly calls…,,0,0,0,0,
3978,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup,Communication,Dot/Weekly calls…,,0,0,0,0,
3979,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup To BAU,Communication,Dot/Weekly calls…,,0,0,0,0,
3980,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,Setup To BAU,Communication,Internal alignment/Team meeting,,1,0,0,0,
3981,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,BAU,Delivery,P&G Back data,,0,0,0,0,
3982,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup,Delivery,Nitro check,,0,0,0,0,
3983,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup To BAU,Delivery,Validation Pack - IDC Queries,,0,0,0,0,
3984,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup To BAU,Documentation,Process Documentation,,0,0,0,0,
3985,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,Setup,HOTO,HOTO & Documentation/Knowledge transfer,,1,0,0,0,
3986,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,BAU,HOTO,HOTO & Documentation/Knowledge transfer,,1,0,0,0,
3987,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,Setup To BAU,Training,Process training,,1,0,0,0,
3988,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,Setup,Training,Process training,,1,0,0,0,
3989,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,BAU,Training,Process training,,1,0,0,0,
3990,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup,NEW SETUP,Consistency checks,,0,0,0,0,
3991,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,BAU,BAU-MAINTENANCE,Structural Checks (non prod Dimension),,0,0,0,0,
3992,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,SETUP,Delivery,QC tool,,0,0,0,0,
3993,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,BAU,Delivery,QC tool,,0,0,0,0,
3994,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup To BAU,Delivery,QC tool,,0,0,0,0,
3995,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,SETUP,Delivery,P&G Checker,,0,0,0,0,
3996,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,BAU,Delivery,P&G Checker,,0,0,0,0,
3997,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup To BAU,Delivery,P&G Checker,,0,0,0,0,
3998,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup,Other Projects,Other Project,,0,0,0,0,
3999,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup To BAU,Other,Tracker Updates,,0,0,0,0,
4000,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,Setup To BAU,TCS Internal,L&D activities,,0,0,0,0,
4001,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,Setup To BAU,TCS Internal,TCS activities,,0,0,0,0,
4002,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,Setup To BAU,TCS Internal,TCS  Documents,,0,0,0,0,
4003,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,Setup To BAU,TCS Internal,"Internal Process
 Compliance (IQMS activity)",,0,0,0,0,
4004,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,Setup To BAU,TCS Internal,Idle time,,0,0,0,0,
4005,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,SETUP TO BAU,Other,Helping teammates,,1,0,0,0,
4006,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup To BAU,Parallel Run,Investigation & Issue Fixation & RD validation,,0,0,0,0,
4007,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,BAU,BAU-MAINTENANCE,Investigation & Issue Fixation & RD validation,,0,0,0,0,
4008,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup To BAU,NEW SETUP,Investigation & Issue Fixation & RD validation,,0,0,0,0,
4009,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,ARC,Communication,"Mails, QC team/Local RD/GCO call.. Etc..",,0,0,0,0,
4010,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,ARC,QUALITY,X Check,,0,0,0,0,
4011,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,ARC,Instruction Setup,Local map creation,,0,0,0,0,
4012,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,ARC,Instruction Setup,NDX Setup - UAT,,0,0,0,0,
4013,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,ARC,Instruction Setup,NDX Setup - Production Platform,,0,0,0,0,
4014,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,ARC,Validation,Branding Char,,0,0,0,0,
4015,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,ARC,Validation,Open Char,,0,0,0,0,
4016,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,ARC,Validation,Close Char,,0,0,0,0,
4017,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,ARC,Documentation,Process Documentation,,0,0,0,0,
4018,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,ARC,Other,Tracker Updates,,0,0,0,0,
4019,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,ARC,Feasibility,RD Bad Value Detection,,0,0,0,0,
4020,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,ARC,Feasibility,Comparable Global char FS checks,,0,0,0,0,
4021,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,ARC,Feasibility,Feaisibility Study,,0,0,0,0,
4022,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,ARC,Communication,Internal alignment/Team meeting,,1,0,0,0,
4023,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,ARC,Other,Tracker Updates,,0,0,0,0,
4024,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,ARC,Other,Helping teammates,,0,0,0,0,
4025,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,ARC,TCS Internal,L&D activities,,0,0,0,0,
4026,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,ARC,TCS Internal,TCS activities,,0,0,0,0,
4027,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,ARC,TCS Internal,TCS  Documents,,0,0,0,0,
4028,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,ARC,TCS Internal,"Internal Process
 Compliance (IQMS activity)",,0,0,0,0,
4029,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,ARC,TCS Internal,Idle time,,0,0,0,0,
4030,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,ARC,Communication,Dot/Weekly calls…,,0,0,0,0,
4031,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,ARC,Training,Process training,,1,0,0,0,
4032,,Market Research,GCCI HUB,"Nirav,Chavda",INDIRECT,ARC,HOTO,HOTO & Documentation/Knowledge transfer,,1,0,0,0,
4033,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup To BAU,Parallel Run,NRSP Changes,,0,0,0,0,
4034,,Market Research,GCCI HUB,"Nirav,Chavda",DIRECT,Setup To BAU,Parallel Run,Production Request,,0,0,0,0,
4035,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,Feasibility,Feaisibility Study,,0,0,0,0,
4036,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,Feasibility,Feaisibility Study,,0,0,0,0,
4037,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,NEW SETUP,PO Comparison/Review with FS,,0,0,0,0,
4038,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,NEW SETUP,Raising or Reverting query to stake holders (CL/RD/GCL/IDC) (Email/IT),,0,0,0,0,
4039,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,QUALITY,X check,,0,0,0,0,
4040,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,NEW SETUP,Eclipse Setup (FTD only),,0,0,0,0,
4041,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,NEW SETUP,NRSP Setup,,0,0,0,0,
4042,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,NEW SETUP,Code request/ COC request,,0,0,0,0,
4043,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,NEW SETUP,Revert on Query on Codes and COC requests,,0,0,0,0,
4044,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,NEW SETUP,Glo check,,0,0,0,0,
4045,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,NEW SETUP,Production Request/ DB Follow-up / Production Failures,,0,0,0,0,
4046,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup,Other,Downtime* (Details & Comments required),,0,0,0,0,
4047,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP,Delivery,Check Point,,0,0,0,0,
4048,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,QUALITY,RCA,,0,0,0,0,
4049,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,Management,Management activities,,0,0,0,0,
4050,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,Documentation,Process Documentation,,0,0,0,0,
4051,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup,Other,"Internal Process
 Compliance (IQMS activity)",,0,0,0,0,
4052,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup,Other,Idle time,,0,0,0,0,
4053,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,QUALITY,X check,,0,0,0,0,
4054,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,BAU-MAINTENANCE,NRSP,,0,0,0,0,
4055,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,BAU-MAINTENANCE,Code request/ COC request,,0,0,0,0,
4056,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,BAU-MAINTENANCE,Revert on Query on Codes and COC requests,,0,0,0,0,
4057,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,BAU-MAINTENANCE,Glo check,,0,0,0,0,
4058,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,BAU-MAINTENANCE,Production Request/ DB Follow-up / Production Failures,,0,0,0,0,
4059,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,BAU,Other,Downtime* (Details & Comments required),,0,0,0,0,
4060,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,BAU-MAINTENANCE,Nitro check,,0,0,0,0,
4061,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,Delivery,Delivery,,0,0,0,0,
4062,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,Other,Helping teammates,,1,0,0,0,
4063,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,BAU-MAINTENANCE,Autoresolution checks,,0,0,0,0,
4064,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,BAU-MAINTENANCE,FI,,0,0,0,0,
4065,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,Project,UAT Activities,,0,0,0,0,
4066,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,BAU,TCS Internal,L&D activities,,0,0,0,0,
4067,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,BAU,TCS Internal,TCS activities,,0,0,0,0,
4068,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,QUALITY,RCA,,0,0,0,0,
4069,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,BAU-MAINTENANCE,Impact Analysis,,0,0,0,0,
4070,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,Management,Management activities,,0,0,0,0,
4071,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,Documentation,Process Documentation,,0,0,0,0,
4072,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,BAU,TCS Internal,TCS  Documents,,0,0,0,0,
4073,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,BAU,TCS Internal,"Internal Process
 Compliance (IQMS activity)",,0,0,0,0,
4074,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,BAU,TCS Internal,Idle time,,0,0,0,0,
4075,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,BAU-MAINTENANCE,Change Request / FS/ CI/CO,,0,0,0,0,
4076,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,Communication,Nielsen calls/Communication,,0,0,0,0,
4077,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,Communication,Nielsen calls/Communication,,0,0,0,0,
4078,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,Communication,MOM,,0,0,0,0,
4079,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,Communication,MOM,,0,0,0,0,
4080,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup,Communication,Internal alignment/Team meeting,,1,0,0,0,
4081,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,BAU,Communication,Internal alignment/Team meeting,,1,0,0,0,
4082,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,Other,Tracker Updates,,0,0,0,0,
4083,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP,Other,Tracker Updates,,0,0,0,0,
4084,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP,Other,Helping teammates,,1,0,0,0,
4085,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,Delivery,Check Point,,0,0,0,0,
4086,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP,NEW SETUP,RD validation - Identification of Bad values & corrections,,0,0,0,0,
4087,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP,NEW SETUP,Shell DB - Prod Dimension,,0,0,0,0,
4088,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP,NEW SETUP,Shell DB - CP/validaiton/Delivery,,0,0,0,0,
4089,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP,NEW SETUP,Validation - ITL DB validation across countries,,0,0,0,0,
4090,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP,NEW SETUP,Conversion Checks,,0,0,0,0,
4091,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP,NEW SETUP,Eclipse Setup - Country Specific,,0,0,0,0,
4092,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP,Delivery,Validation Pack creation (All Comparable Levels) & Sign off CL,,0,0,0,0,
4093,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP,Delivery,Validation Pack - IDC Queries,,0,0,0,0,
4094,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP,Delivery,Delivery,,0,0,0,0,
4095,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP,NEW SETUP,PRS Validation & Sign Off,,0,0,0,0,
4096,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP,NEW SETUP,"Eclipse Setup - Central, working copy (Country Inclusion)",,0,0,0,0,
4097,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP,NEW SETUP,Alignment & switching Instrucitons (Country Inclusion),,0,0,0,0,
4098,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,Autoresolution checks,,0,0,0,0,
4099,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,Pre conversion checks,,0,0,0,0,
4100,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,Glo check,,0,0,0,0,
4101,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,Refreshed validation pack,,0,0,0,0,
4102,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Delivery,Check Point,,0,0,0,0,
4103,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Delivery,Delivery,,0,0,0,0,
4104,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,Management,,0,0,0,0,
4105,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup To BAU,HOTO,HOTO & Documentation/Knowledge transfer,,1,0,0,0,
4106,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,Consistency checks,,0,0,0,0,
4107,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,FI Rule setup,,0,0,0,0,
4108,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,POS Failure,,0,0,0,0,
4109,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,Production Failure/ Followup,,0,0,0,0,
4110,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,Change Request / FS,,0,0,0,0,
4111,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,FI,,0,0,0,0,
4112,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,Nitro check,,0,0,0,0,
4113,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,Delivery & Communication,,0,0,0,0,
4114,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,Alignment with country,,0,0,0,0,
4115,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,Impact Analysis,,0,0,0,0,
4116,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Communication,Nielsen calls/Communication,,0,0,0,0,
4117,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,QUALITY,X Check,,0,0,0,0,
4118,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,BAU-MAINTENANCE,Pre conversion checks,,0,0,0,0,
4119,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,BAU-MAINTENANCE,Consistency checks,,0,0,0,0,
4120,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,BAU-MAINTENANCE,POS Failure (Pre production),,0,0,0,0,
4121,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,BAU-MAINTENANCE,Production Failure/ Followup,,0,0,0,0,
4122,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,QUALITY,RCA,,0,0,0,0,
4123,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup,TCS Internal,L&D activities,,0,0,0,0,
4124,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup,TCS Internal,TCS activities,,0,0,0,0,
4125,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup,TCS Internal,TCS  Documents,,0,0,0,0,
4126,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup,TCS Internal,"Internal Process
 Compliance (IQMS activity)",,0,0,0,0,
4127,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup,TCS Internal,Idle time,,0,0,0,0,
4128,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,Code request/ COC request,,0,0,0,0,
4129,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,Revert on Query on Codes and COC requests,,0,0,0,0,
4130,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Communication,MOM,,0,0,0,0,
4131,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,Communication,Dot/Weekly calls…,,0,0,0,0,
4132,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,Communication,Dot/Weekly calls…,,0,0,0,0,
4133,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Communication,Dot/Weekly calls…,,0,0,0,0,
4134,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup To BAU,Communication,Internal alignment/Team meeting,,1,0,0,0,
4135,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,Delivery,P&G Back data,,0,0,0,0,
4136,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,Delivery,Nitro check,,0,0,0,0,
4137,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Delivery,Validation Pack - IDC Queries,,0,0,0,0,
4138,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Documentation,Process Documentation,,0,0,0,0,
4139,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup,HOTO,HOTO & Documentation/Knowledge transfer,,1,0,0,0,
4140,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,BAU,HOTO,HOTO & Documentation/Knowledge transfer,,1,0,0,0,
4141,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup To BAU,Training,Process training,,1,0,0,0,
4142,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup,Training,Process training,,1,0,0,0,
4143,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,BAU,Training,Process training,,1,0,0,0,
4144,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,NEW SETUP,Consistency checks,,0,0,0,0,
4145,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,BAU-MAINTENANCE,Structural Checks (non prod Dimension),,0,0,0,0,
4146,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP,Delivery,QC tool,,0,0,0,0,
4147,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,Delivery,QC tool,,0,0,0,0,
4148,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Delivery,QC tool,,0,0,0,0,
4149,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP,Delivery,P&G Checker,,0,0,0,0,
4150,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,Delivery,P&G Checker,,0,0,0,0,
4151,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Delivery,P&G Checker,,0,0,0,0,
4152,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup,Other Projects,Other Project,,0,0,0,0,
4153,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Other,Tracker Updates,,0,0,0,0,
4154,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup To BAU,TCS Internal,L&D activities,,0,0,0,0,
4155,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup To BAU,TCS Internal,TCS activities,,0,0,0,0,
4156,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup To BAU,TCS Internal,TCS  Documents,,0,0,0,0,
4157,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup To BAU,TCS Internal,"Internal Process
 Compliance (IQMS activity)",,0,0,0,0,
4158,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,Setup To BAU,TCS Internal,Idle time,,0,0,0,0,
4159,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,SETUP TO BAU,Other,Helping teammates,,1,0,0,0,
4160,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,Parallel Run,Investigation & Issue Fixation & RD validation,,0,0,0,0,
4161,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,BAU,BAU-MAINTENANCE,Investigation & Issue Fixation & RD validation,,0,0,0,0,
4162,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,Setup To BAU,NEW SETUP,Investigation & Issue Fixation & RD validation,,0,0,0,0,
4163,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,ARC,Communication,"Mails, QC team/Local RD/GCO call.. Etc..",,0,0,0,0,
4164,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,ARC,QUALITY,X Check,,0,0,0,0,
4165,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,ARC,Instruction Setup,Local map creation,,0,0,0,0,
4166,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,ARC,Instruction Setup,NDX Setup - UAT,,0,0,0,0,
4167,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,ARC,Instruction Setup,NDX Setup - Production Platform,,0,0,0,0,
4168,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,ARC,Validation,Branding Char,,0,0,0,0,
4169,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,ARC,Validation,Open Char,,0,0,0,0,
4170,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,ARC,Validation,Close Char,,0,0,0,0,
4171,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,ARC,Documentation,Process Documentation,,0,0,0,0,
4172,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,ARC,Other,Tracker Updates,,0,0,0,0,
4173,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,ARC,Feasibility,RD Bad Value Detection,,0,0,0,0,
4174,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,ARC,Feasibility,Comparable Global char FS checks,,0,0,0,0,
4175,,Market Research,GCCI HUB,"Shaifil,Vhora",DIRECT,ARC,Feasibility,Feaisibility Study,,0,0,0,0,
4176,,Market Research,GCCI HUB,"Shaifil,Vhora",INDIRECT,ARC,Communication,Internal alignment/Team meeting,,1,0,0,0,
